position,gene,ID,type,start,end,strand,strain,central_gene,core_status,isolate_count
-5,fliP,a370e86af943a50f23d4c066bcb16592_4136,CDS,2047966,2048703,+,UTI89,yodC,core,44
-4,fliQ,a370e86af943a50f23d4c066bcb16592_4138,CDS,2048713,2048982,+,UTI89,yodC,core,44
-3,fliR,a370e86af943a50f23d4c066bcb16592_4140,CDS,2048991,2049776,+,UTI89,yodC,core,44
-2,rcsA,a370e86af943a50f23d4c066bcb16592_4142,CDS,2050066,2050689,+,UTI89,yodC,core,44
-1,dsrB,a370e86af943a50f23d4c066bcb16592_4144,CDS,2050733,2050921,-,UTI89,yodC,core,44
0,yodD,a370e86af943a50f23d4c066bcb16592_4146,CDS,2051084,2051311,+,UTI89,yodC,core,44
1,yedP,a370e86af943a50f23d4c066bcb16592_4148,CDS,2051609,2052424,+,UTI89,yodC,core,44
2,yedQ,a370e86af943a50f23d4c066bcb16592_4150,CDS,2052421,2054115,-,UTI89,yodC,core,44
3,yodC,a370e86af943a50f23d4c066bcb16592_4152,CDS,2054286,2054468,-,UTI89,yodC,unknown,
4,yedI,a370e86af943a50f23d4c066bcb16592_4154,CDS,2054547,2055464,-,UTI89,yodC,core,44
5,yedA,a370e86af943a50f23d4c066bcb16592_4156,CDS,2055637,2056557,+,UTI89,yodC,core,44
6,vsr,a370e86af943a50f23d4c066bcb16592_4158,CDS,2056546,2057016,-,UTI89,yodC,core,44
7,dcm,a370e86af943a50f23d4c066bcb16592_4160,CDS,2056997,2058415,-,UTI89,yodC,core,44
8,yedJ,a370e86af943a50f23d4c066bcb16592_4162,CDS,2058482,2059177,-,UTI89,yodC,core,44
9,yedR,a370e86af943a50f23d4c066bcb16592_4164,CDS,2059217,2059582,-,UTI89,yodC,non_core,16
-9,btsS,2b84de5415a5ca9477dbe99a5510e5bf_4973,CDS,2515596,2517281,-,CFT073,yohF,core,44
-8,mlrA,2b84de5415a5ca9477dbe99a5510e5bf_4975,CDS,2517503,2518234,+,CFT073,yohF,soft_core,43
-7,yohO,2b84de5415a5ca9477dbe99a5510e5bf_4977,CDS,2518294,2518401,+,CFT073,yohF,core,44
-6,yehW,2b84de5415a5ca9477dbe99a5510e5bf_4979,CDS,2518382,2519113,-,CFT073,yohF,core,44
-5,yehX,2b84de5415a5ca9477dbe99a5510e5bf_4981,CDS,2519118,2520044,-,CFT073,yohF,core,44
-4,yehY,2b84de5415a5ca9477dbe99a5510e5bf_4983,CDS,2520037,2521194,-,CFT073,yohF,core,44
-3,osmF,2b84de5415a5ca9477dbe99a5510e5bf_4985,CDS,2521201,2522118,-,CFT073,yohF,core,44
-2,bglX,2b84de5415a5ca9477dbe99a5510e5bf_4987,CDS,2522308,2524605,-,CFT073,yohF,core,44
-1,dld,2b84de5415a5ca9477dbe99a5510e5bf_4989,CDS,2524801,2526516,+,CFT073,yohF,core,44
0,pbpG,2b84de5415a5ca9477dbe99a5510e5bf_4991,CDS,2526555,2527487,-,CFT073,yohF,core,44
1,yohC,2b84de5415a5ca9477dbe99a5510e5bf_4993,CDS,2527661,2528248,-,CFT073,yohF,core,44
2,yohD,2b84de5415a5ca9477dbe99a5510e5bf_4995,CDS,2528418,2528996,+,CFT073,yohF,core,44
3,yohF,2b84de5415a5ca9477dbe99a5510e5bf_4997,CDS,2529116,2529877,-,CFT073,yohF,unknown,
4,mdtQ,2b84de5415a5ca9477dbe99a5510e5bf_4999,CDS,2529930,2531366,-,CFT073,yohF,non_core,13
5,yohP,2b84de5415a5ca9477dbe99a5510e5bf_5001,CDS,2531590,2531673,+,CFT073,yohF,non_core,13
6,dusC,2b84de5415a5ca9477dbe99a5510e5bf_5003,CDS,2532060,2533010,-,CFT073,yohF,core,44
7,yohJ,2b84de5415a5ca9477dbe99a5510e5bf_5005,CDS,2533249,2533647,+,CFT073,yohF,core,44
8,yohK,2b84de5415a5ca9477dbe99a5510e5bf_5007,CDS,2533644,2534339,+,CFT073,yohF,core,44
9,cdd,2b84de5415a5ca9477dbe99a5510e5bf_5009,CDS,2534469,2535353,+,CFT073,yohF,core,44
-9,yghW,EEHHMH_21525,CDS,4228531,4228818,-,KE40,yqhD,core,44
-8,dLH,EEHHMH_21530,CDS,4228937,4229347,-,KE40,yqhD,soft_core,43
-7,yghX,EEHHMH_21535,CDS,4229347,4229700,-,KE40,yqhD,non_core,4
-6,yqhI,EEHHMH_21540,CDS,4229678,4229821,-,KE40,yqhD,non_core,7
-5,gpr,EEHHMH_21545,CDS,4229978,4231018,+,KE40,yqhD,core,44
-4,yqhA,EEHHMH_21550,CDS,4231058,4231552,-,KE40,yqhD,core,44
-3,yghA,EEHHMH_21555,CDS,4231743,4232627,+,KE40,yqhD,core,44
-2,exbD,EEHHMH_21560,CDS,4232666,4233091,-,KE40,yqhD,core,44
-1,exbB,EEHHMH_21565,CDS,4233098,4233832,-,KE40,yqhD,core,44
0,metC,EEHHMH_21570,CDS,4234084,4235271,+,KE40,yqhD,core,44
1,yghB,EEHHMH_21575,CDS,4235411,4236070,+,KE40,yqhD,core,44
2,yqhC,EEHHMH_21580,CDS,4236110,4236673,-,KE40,yqhD,core,44
3,tnp,EEHHMH_21585,CDS,4236724,4237101,-,KE40,yqhD,unknown,
4,tnp,EEHHMH_21590,CDS,4237146,4237421,-,KE40,yqhD,unknown,
5,dkgA,EEHHMH_21595,CDS,4237504,4238214,+,KE40,yqhD,core,44
6,yqhG,EEHHMH_21600,CDS,4238414,4239340,+,KE40,yqhD,core,44
7,yqhH,EEHHMH_21605,CDS,4239391,4239648,+,KE40,yqhD,core,44
8,ygiQ,EEHHMH_21610,CDS,4239690,4241909,-,KE40,yqhD,core,44
9,,EEHHMH_21615,CDS,4242161,4242910,+,KE40,yqhD,non_core,28
-9,,2b84de5415a5ca9477dbe99a5510e5bf_9884,CDS,5047887,5049164,-,CFT073,ytfF,non_core,22
-8,,2b84de5415a5ca9477dbe99a5510e5bf_9886,CDS,5049257,5051329,-,CFT073,ytfF,non_core,21
-7,,2b84de5415a5ca9477dbe99a5510e5bf_9888,CDS,5051326,5052867,-,CFT073,ytfF,non_core,27
-6,,2b84de5415a5ca9477dbe99a5510e5bf_9890,CDS,5052877,5053653,-,CFT073,ytfF,non_core,27
-5,,2b84de5415a5ca9477dbe99a5510e5bf_9892,CDS,5053663,5054505,-,CFT073,ytfF,non_core,27
-4,,2b84de5415a5ca9477dbe99a5510e5bf_9894,CDS,5054515,5055306,-,CFT073,ytfF,non_core,27
-3,,2b84de5415a5ca9477dbe99a5510e5bf_9896,CDS,5055519,5056166,+,CFT073,ytfF,non_core,31
-2,ytfB,2b84de5415a5ca9477dbe99a5510e5bf_9898,CDS,5056150,5056788,-,CFT073,ytfF,core,44
-1,fklB,2b84de5415a5ca9477dbe99a5510e5bf_9900,CDS,5057006,5057626,+,CFT073,ytfF,core,44
0,cycA,2b84de5415a5ca9477dbe99a5510e5bf_9902,CDS,5057936,5059348,+,CFT073,ytfF,core,44
1,ytfE,2b84de5415a5ca9477dbe99a5510e5bf_9904,CDS,5059393,5060055,-,CFT073,ytfF,core,44
2,ytfF,2b84de5415a5ca9477dbe99a5510e5bf_9906,CDS,5060163,5061127,-,CFT073,ytfF,unknown,
3,qorB,2b84de5415a5ca9477dbe99a5510e5bf_9908,CDS,5061235,5062095,-,CFT073,ytfF,core,44
4,ytfH,2b84de5415a5ca9477dbe99a5510e5bf_9910,CDS,5062184,5062564,+,CFT073,ytfF,core,44
5,cpdB,2b84de5415a5ca9477dbe99a5510e5bf_9912,CDS,5062693,5064636,-,CFT073,ytfF,soft_core,42
6,cysQ,2b84de5415a5ca9477dbe99a5510e5bf_9914,CDS,5064826,5065566,+,CFT073,ytfF,core,44
7,ytfJ,2b84de5415a5ca9477dbe99a5510e5bf_9916,CDS,5065556,5066113,-,CFT073,ytfF,core,44
8,ytfK,2b84de5415a5ca9477dbe99a5510e5bf_9918,CDS,5066438,5066644,+,CFT073,ytfF,core,44
9,ytfL,2b84de5415a5ca9477dbe99a5510e5bf_9920,CDS,5066722,5068065,-,CFT073,ytfF,core,44
-9,bfd,a370e86af943a50f23d4c066bcb16592_7274,CDS,3684625,3684819,-,UTI89,zraR,non_core,36
-8,chiA,a370e86af943a50f23d4c066bcb16592_7276,CDS,3684988,3687690,-,UTI89,zraR,non_core,36
-7,tuf,a370e86af943a50f23d4c066bcb16592_7278,CDS,3687982,3689166,-,UTI89,zraR,non_core,19
-6,coaA,a370e86af943a50f23d4c066bcb16592_7292,CDS,3690084,3691034,+,UTI89,zraR,core,44
-5,birA,a370e86af943a50f23d4c066bcb16592_7294,CDS,3691063,3692028,-,UTI89,zraR,core,44
-4,murB,a370e86af943a50f23d4c066bcb16592_7296,CDS,3692025,3693053,-,UTI89,zraR,core,44
-3,purH,a370e86af943a50f23d4c066bcb16592_7310,CDS,3698818,3700407,+,UTI89,zraR,core,44
-2,purD,a370e86af943a50f23d4c066bcb16592_7312,CDS,3700419,3701708,+,UTI89,zraR,core,44
-1,zraR,a370e86af943a50f23d4c066bcb16592_7314,CDS,3701705,3703029,-,UTI89,zraR,unknown,
0,zraS,a370e86af943a50f23d4c066bcb16592_7316,CDS,3703026,3704402,-,UTI89,zraR,non_core,35
1,zraP,a370e86af943a50f23d4c066bcb16592_7318,CDS,3704640,3705059,+,UTI89,zraR,core,44
2,yjaH,a370e86af943a50f23d4c066bcb16592_7320,CDS,3705061,3705756,-,UTI89,zraR,core,44
3,hupA,a370e86af943a50f23d4c066bcb16592_7322,CDS,3705769,3706041,-,UTI89,zraR,core,44
4,yjaG,a370e86af943a50f23d4c066bcb16592_7324,CDS,3706228,3706818,-,UTI89,zraR,core,44
5,nfi,a370e86af943a50f23d4c066bcb16592_7326,CDS,3706861,3707532,-,UTI89,zraR,core,44
6,hemE,a370e86af943a50f23d4c066bcb16592_7328,CDS,3707542,3708606,-,UTI89,zraR,core,44
7,nudC,a370e86af943a50f23d4c066bcb16592_7330,CDS,3708646,3709419,-,UTI89,zraR,core,44
8,rsd,a370e86af943a50f23d4c066bcb16592_7332,CDS,3709514,3709990,+,UTI89,zraR,core,44
9,thiC,a370e86af943a50f23d4c066bcb16592_7335,CDS,3710223,3712118,+,UTI89,zraR,core,44
