position,gene,ID,type,start,end,strand,strain,central_gene
-3,nan,ECOR47_00117,CDS,32319,32915,+,ECOR47_PROKKA,fimD
-2,fimA_1,ECOR47_00118,CDS,33396,33944,+,ECOR47_PROKKA,fimD
-1,lpfA,ECOR47_00119,CDS,34102,34548,+,ECOR47_PROKKA,fimD
1,fimC_1,ECOR47_00120,CDS,34585,35310,+,ECOR47_PROKKA,fimD
2,fimD_1,ECOR47_00121,CDS,35377,38013,+,ECOR47_PROKKA,fimD
3,fimF_1,ECOR47_00122,CDS,38023,38553,+,ECOR47_PROKKA,fimD
4,fimG_1,ECOR47_00123,CDS,38566,39069,+,ECOR47_PROKKA,fimD
5,fimH_1,ECOR47_00124,CDS,39089,39991,+,ECOR47_PROKKA,fimD
6,gntP,ECOR47_00125,CDS,40235,41578,-,ECOR47_PROKKA,fimD
7,uxuA,ECOR47_00126,CDS,41918,43102,+,ECOR47_PROKKA,fimD
8,por_1,ECOR47_00127,CDS,43183,44643,+,ECOR47_PROKKA,fimD
9,nan,ECOR47_00128,CDS,44665,44859,-,ECOR47_PROKKA,fimD
10,pdhR_1,ECOR47_00129,CDS,44906,45631,+,ECOR47_PROKKA,fimD
-9,yddA,ECOR47_00953,CDS,5933,7618,-,ECOR47_PROKKA,fimF_1
-8,chuR_2,ECOR47_00954,CDS,7909,9066,-,ECOR47_PROKKA,fimF_1
-7,nan,ECOR47_00955,CDS,9118,10800,-,ECOR47_PROKKA,fimF_1
-6,ydeO,ECOR47_00956,CDS,11203,11964,-,ECOR47_PROKKA,fimF_1
-5,safA,ECOR47_00957,CDS,12039,12272,-,ECOR47_PROKKA,fimF_1
-4,ydeP,ECOR47_00958,CDS,12484,14763,-,ECOR47_PROKKA,fimF_1
-3,fimH_2,ECOR47_00959,CDS,15096,16010,-,ECOR47_PROKKA,fimF_1
-2,fimG_2,ECOR47_00960,CDS,16069,16572,-,ECOR47_PROKKA,fimF_1
-1,fimF_2,ECOR47_00961,CDS,16585,17115,-,ECOR47_PROKKA,fimF_1
1,fimD_2,ECOR47_00962,CDS,17129,19780,-,ECOR47_PROKKA,fimF_1
2,focC_2,ECOR47_00963,CDS,19822,20532,-,ECOR47_PROKKA,fimF_1
3,fimA_3,ECOR47_00964,CDS,20895,21458,-,ECOR47_PROKKA,fimF_1
4,nan,ECOR47_00965,CDS,22561,23364,-,ECOR47_PROKKA,fimF_1
5,lsrG_1,ECOR47_00966,CDS,23380,24075,-,ECOR47_PROKKA,fimF_1
6,yajO_2,ECOR47_00967,CDS,24221,25240,-,ECOR47_PROKKA,fimF_1
7,kefF_1,ECOR47_00968,CDS,25243,25815,-,ECOR47_PROKKA,fimF_1
8,nan,ECOR47_00969,CDS,25966,26157,-,ECOR47_PROKKA,fimF_1
9,nan,ECOR47_00970,CDS,26108,26527,-,ECOR47_PROKKA,fimF_1
10,iolS_1,ECOR47_00971,CDS,26745,27692,-,ECOR47_PROKKA,fimF_1
-9,nanM,ECOR47_00114,CDS,27945,29051,-,ECOR47_PROKKA,fimF_2
-8,nanC,ECOR47_00115,CDS,29071,29787,-,ECOR47_PROKKA,fimF_2
-7,nan,ECOR47_00116,CDS,31239,31841,+,ECOR47_PROKKA,fimF_2
-6,nan,ECOR47_00117,CDS,32319,32915,+,ECOR47_PROKKA,fimF_2
-5,fimA_1,ECOR47_00118,CDS,33396,33944,+,ECOR47_PROKKA,fimF_2
-4,lpfA,ECOR47_00119,CDS,34102,34548,+,ECOR47_PROKKA,fimF_2
-3,fimC_1,ECOR47_00120,CDS,34585,35310,+,ECOR47_PROKKA,fimF_2
-2,fimD_1,ECOR47_00121,CDS,35377,38013,+,ECOR47_PROKKA,fimF_2
-1,fimF_1,ECOR47_00122,CDS,38023,38553,+,ECOR47_PROKKA,fimF_2
1,fimG_1,ECOR47_00123,CDS,38566,39069,+,ECOR47_PROKKA,fimF_2
2,fimH_1,ECOR47_00124,CDS,39089,39991,+,ECOR47_PROKKA,fimF_2
3,gntP,ECOR47_00125,CDS,40235,41578,-,ECOR47_PROKKA,fimF_2
4,uxuA,ECOR47_00126,CDS,41918,43102,+,ECOR47_PROKKA,fimF_2
5,por_1,ECOR47_00127,CDS,43183,44643,+,ECOR47_PROKKA,fimF_2
6,nan,ECOR47_00128,CDS,44665,44859,-,ECOR47_PROKKA,fimF_2
7,pdhR_1,ECOR47_00129,CDS,44906,45631,+,ECOR47_PROKKA,fimF_2
8,nan,ECOR47_00130,CDS,45772,46602,-,ECOR47_PROKKA,fimF_2
9,iraD,ECOR47_00131,CDS,47274,47666,+,ECOR47_PROKKA,fimF_2
10,yjiE,ECOR47_00132,CDS,47659,48570,-,ECOR47_PROKKA,fimF_2
-9,nanC,ECOR47_00115,CDS,29071,29787,-,ECOR47_PROKKA,fimG_2
-8,nan,ECOR47_00116,CDS,31239,31841,+,ECOR47_PROKKA,fimG_2
-7,nan,ECOR47_00117,CDS,32319,32915,+,ECOR47_PROKKA,fimG_2
-6,fimA_1,ECOR47_00118,CDS,33396,33944,+,ECOR47_PROKKA,fimG_2
-5,lpfA,ECOR47_00119,CDS,34102,34548,+,ECOR47_PROKKA,fimG_2
-4,fimC_1,ECOR47_00120,CDS,34585,35310,+,ECOR47_PROKKA,fimG_2
-3,fimD_1,ECOR47_00121,CDS,35377,38013,+,ECOR47_PROKKA,fimG_2
-2,fimF_1,ECOR47_00122,CDS,38023,38553,+,ECOR47_PROKKA,fimG_2
-1,fimG_1,ECOR47_00123,CDS,38566,39069,+,ECOR47_PROKKA,fimG_2
1,fimH_1,ECOR47_00124,CDS,39089,39991,+,ECOR47_PROKKA,fimG_2
2,gntP,ECOR47_00125,CDS,40235,41578,-,ECOR47_PROKKA,fimG_2
3,uxuA,ECOR47_00126,CDS,41918,43102,+,ECOR47_PROKKA,fimG_2
4,por_1,ECOR47_00127,CDS,43183,44643,+,ECOR47_PROKKA,fimG_2
5,nan,ECOR47_00128,CDS,44665,44859,-,ECOR47_PROKKA,fimG_2
6,pdhR_1,ECOR47_00129,CDS,44906,45631,+,ECOR47_PROKKA,fimG_2
7,nan,ECOR47_00130,CDS,45772,46602,-,ECOR47_PROKKA,fimG_2
8,iraD,ECOR47_00131,CDS,47274,47666,+,ECOR47_PROKKA,fimG_2
9,yjiE,ECOR47_00132,CDS,47659,48570,-,ECOR47_PROKKA,fimG_2
10,iadA,ECOR47_00133,CDS,48635,49807,-,ECOR47_PROKKA,fimG_2
-9,apaH,ECOR47_03546,CDS,170964,171806,+,ECOR47_PROKKA,fixA
-8,nan,ECOR47_03547,CDS,171884,172498,-,ECOR47_PROKKA,fixA
-7,kefC_1,ECOR47_03548,CDS,172555,174417,-,ECOR47_PROKKA,fixA
-6,kefF_2,ECOR47_03549,CDS,174410,174940,-,ECOR47_PROKKA,fixA
-5,ygcS_2,ECOR47_03550,CDS,175048,176379,-,ECOR47_PROKKA,fixA
-4,fixX_3,ECOR47_03551,CDS,176438,176725,-,ECOR47_PROKKA,fixA
-3,thi4,ECOR47_03552,CDS,176722,178008,-,ECOR47_PROKKA,fixA
-2,fixB_3,ECOR47_03553,CDS,178059,179000,-,ECOR47_PROKKA,fixA
-1,fixA_3,ECOR47_03554,CDS,179015,179785,-,ECOR47_PROKKA,fixA
1,caiT_2,ECOR47_03555,CDS,180258,181772,+,ECOR47_PROKKA,fixA
2,caiA_2,ECOR47_03556,CDS,181803,182945,+,ECOR47_PROKKA,fixA
3,caiB,ECOR47_03557,CDS,183074,184291,+,ECOR47_PROKKA,fixA
4,caiC,ECOR47_03558,CDS,184365,185918,+,ECOR47_PROKKA,fixA
5,caiD,ECOR47_03559,CDS,186027,186812,+,ECOR47_PROKKA,fixA
6,yrdA_2,ECOR47_03560,CDS,186818,187408,+,ECOR47_PROKKA,fixA
7,nan,ECOR47_03561,CDS,187614,188009,-,ECOR47_PROKKA,fixA
8,nan,ECOR47_03562,CDS,188044,188262,+,ECOR47_PROKKA,fixA
9,carB,ECOR47_03563,CDS,188270,191488,-,ECOR47_PROKKA,fixA
10,carA,ECOR47_03564,CDS,191506,192654,-,ECOR47_PROKKA,fixA
-9,apaG,ECOR47_03545,CDS,170580,170957,+,ECOR47_PROKKA,fixB
-8,apaH,ECOR47_03546,CDS,170964,171806,+,ECOR47_PROKKA,fixB
-7,nan,ECOR47_03547,CDS,171884,172498,-,ECOR47_PROKKA,fixB
-6,kefC_1,ECOR47_03548,CDS,172555,174417,-,ECOR47_PROKKA,fixB
-5,kefF_2,ECOR47_03549,CDS,174410,174940,-,ECOR47_PROKKA,fixB
-4,ygcS_2,ECOR47_03550,CDS,175048,176379,-,ECOR47_PROKKA,fixB
-3,fixX_3,ECOR47_03551,CDS,176438,176725,-,ECOR47_PROKKA,fixB
-2,thi4,ECOR47_03552,CDS,176722,178008,-,ECOR47_PROKKA,fixB
-1,fixB_3,ECOR47_03553,CDS,178059,179000,-,ECOR47_PROKKA,fixB
1,fixA_3,ECOR47_03554,CDS,179015,179785,-,ECOR47_PROKKA,fixB
2,caiT_2,ECOR47_03555,CDS,180258,181772,+,ECOR47_PROKKA,fixB
3,caiA_2,ECOR47_03556,CDS,181803,182945,+,ECOR47_PROKKA,fixB
4,caiB,ECOR47_03557,CDS,183074,184291,+,ECOR47_PROKKA,fixB
5,caiC,ECOR47_03558,CDS,184365,185918,+,ECOR47_PROKKA,fixB
6,caiD,ECOR47_03559,CDS,186027,186812,+,ECOR47_PROKKA,fixB
7,yrdA_2,ECOR47_03560,CDS,186818,187408,+,ECOR47_PROKKA,fixB
8,nan,ECOR47_03561,CDS,187614,188009,-,ECOR47_PROKKA,fixB
9,nan,ECOR47_03562,CDS,188044,188262,+,ECOR47_PROKKA,fixB
10,carB,ECOR47_03563,CDS,188270,191488,-,ECOR47_PROKKA,fixB
-9,ydiN,ECOR4_03973,CDS,128566,129831,+,ECOR4_PROKKA,fixB
-8,ydiB,ECOR4_03974,CDS,129843,130709,+,ECOR4_PROKKA,fixB
-7,aroD,ECOR4_03975,CDS,130740,131498,+,ECOR4_PROKKA,fixB
-6,ydiF,ECOR4_03976,CDS,131643,133238,+,ECOR4_PROKKA,fixB
-5,caiA_2,ECOR4_03977,CDS,133252,133860,+,ECOR4_PROKKA,fixB
-4,caiA_3,ECOR4_03978,CDS,133864,134403,+,ECOR4_PROKKA,fixB
-3,nan,ECOR4_03979,CDS,134839,135357,-,ECOR4_PROKKA,fixB
-2,fixA_2,ECOR4_03980,CDS,135673,136437,+,ECOR4_PROKKA,fixB
-1,fixB_2,ECOR4_03981,CDS,136457,137395,+,ECOR4_PROKKA,fixB
1,dadA_2,ECOR4_03982,CDS,137451,138740,+,ECOR4_PROKKA,fixB
2,fixX_2,ECOR4_03983,CDS,138737,139030,+,ECOR4_PROKKA,fixB
3,fadK,ECOR4_03984,CDS,139087,140733,+,ECOR4_PROKKA,fixB
4,ppsA,ECOR4_03985,CDS,140790,143168,-,ECOR4_PROKKA,fixB
5,ppsR,ECOR4_03986,CDS,143501,144334,+,ECOR4_PROKKA,fixB
6,aroH,ECOR4_03987,CDS,144491,145537,+,ECOR4_PROKKA,fixB
7,ydiE,ECOR4_03988,CDS,145669,145860,+,ECOR4_PROKKA,fixB
8,selO_1,ECOR4_03989,CDS,145864,146478,-,ECOR4_PROKKA,fixB
9,nan,ECOR4_03990,CDS,146552,147829,-,ECOR4_PROKKA,fixB
10,nan,ECOR4_03991,CDS,147842,148876,-,ECOR4_PROKKA,fixB
-9,pdxA,ECOR47_03543,CDS,168770,169759,+,ECOR47_PROKKA,fixX
-8,rsmA,ECOR47_03544,CDS,169756,170577,+,ECOR47_PROKKA,fixX
-7,apaG,ECOR47_03545,CDS,170580,170957,+,ECOR47_PROKKA,fixX
-6,apaH,ECOR47_03546,CDS,170964,171806,+,ECOR47_PROKKA,fixX
-5,nan,ECOR47_03547,CDS,171884,172498,-,ECOR47_PROKKA,fixX
-4,kefC_1,ECOR47_03548,CDS,172555,174417,-,ECOR47_PROKKA,fixX
-3,kefF_2,ECOR47_03549,CDS,174410,174940,-,ECOR47_PROKKA,fixX
-2,ygcS_2,ECOR47_03550,CDS,175048,176379,-,ECOR47_PROKKA,fixX
-1,fixX_3,ECOR47_03551,CDS,176438,176725,-,ECOR47_PROKKA,fixX
1,thi4,ECOR47_03552,CDS,176722,178008,-,ECOR47_PROKKA,fixX
2,fixB_3,ECOR47_03553,CDS,178059,179000,-,ECOR47_PROKKA,fixX
3,fixA_3,ECOR47_03554,CDS,179015,179785,-,ECOR47_PROKKA,fixX
4,caiT_2,ECOR47_03555,CDS,180258,181772,+,ECOR47_PROKKA,fixX
5,caiA_2,ECOR47_03556,CDS,181803,182945,+,ECOR47_PROKKA,fixX
6,caiB,ECOR47_03557,CDS,183074,184291,+,ECOR47_PROKKA,fixX
7,caiC,ECOR47_03558,CDS,184365,185918,+,ECOR47_PROKKA,fixX
8,caiD,ECOR47_03559,CDS,186027,186812,+,ECOR47_PROKKA,fixX
9,yrdA_2,ECOR47_03560,CDS,186818,187408,+,ECOR47_PROKKA,fixX
10,nan,ECOR47_03561,CDS,187614,188009,-,ECOR47_PROKKA,fixX
-9,ykfM,9d38f563c3a26fdef9221ebcd767f53a_463,CDS,238257,238736,-,MG1655,flhA_1
-8,yafV,9d38f563c3a26fdef9221ebcd767f53a_467,CDS,239419,240189,-,MG1655,flhA_1
-7,ivy,9d38f563c3a26fdef9221ebcd767f53a_469,CDS,240343,240816,+,MG1655,flhA_1
-6,fadE,9d38f563c3a26fdef9221ebcd767f53a_471,CDS,240859,243303,-,MG1655,flhA_1
-5,gmhA,9d38f563c3a26fdef9221ebcd767f53a_473,CDS,243543,244121,+,MG1655,flhA_1
-4,yafJ,9d38f563c3a26fdef9221ebcd767f53a_475,CDS,244327,245094,+,MG1655,flhA_1
-3,ldtF,9d38f563c3a26fdef9221ebcd767f53a_477,CDS,245065,245805,-,MG1655,flhA_1
-2,yafQ,9d38f563c3a26fdef9221ebcd767f53a_479,CDS,245961,246239,-,MG1655,flhA_1
-1,dinJ,9d38f563c3a26fdef9221ebcd767f53a_481,CDS,246242,246502,-,MG1655,flhA_1
1,yafL,9d38f563c3a26fdef9221ebcd767f53a_483,CDS,246712,247461,+,MG1655,flhA_1
2,rayT,9d38f563c3a26fdef9221ebcd767f53a_485,CDS,247637,248134,+,MG1655,flhA_1
3,dinB,9d38f563c3a26fdef9221ebcd767f53a_489,CDS,250898,251953,+,MG1655,flhA_1
4,yafN,9d38f563c3a26fdef9221ebcd767f53a_491,CDS,252005,252298,+,MG1655,flhA_1
5,yafO,9d38f563c3a26fdef9221ebcd767f53a_493,CDS,252301,252699,+,MG1655,flhA_1
6,yafP,9d38f563c3a26fdef9221ebcd767f53a_495,CDS,252709,253161,+,MG1655,flhA_1
7,pepD,9d38f563c3a26fdef9221ebcd767f53a_499,CDS,254259,255716,-,MG1655,flhA_1
8,gpt,9d38f563c3a26fdef9221ebcd767f53a_501,CDS,255977,256435,+,MG1655,flhA_1
9,frsA,9d38f563c3a26fdef9221ebcd767f53a_503,CDS,256527,257771,+,MG1655,flhA_1
10,crl,9d38f563c3a26fdef9221ebcd767f53a_506,CDS,257829,257899,+,MG1655,flhA_1
-9,pepD,ECOR47_03001,CDS,15713,17170,+,ECOR47_PROKKA,flhA_1
-8,nan,ECOR47_03002,CDS,17179,17460,+,ECOR47_PROKKA,flhA_1
-7,nan,ECOR47_03003,CDS,17477,17986,-,ECOR47_PROKKA,flhA_1
-6,prfA_1,ECOR47_03004,CDS,18048,18662,-,ECOR47_PROKKA,flhA_1
-5,rtcB_1,ECOR47_03005,CDS,18659,19798,-,ECOR47_PROKKA,flhA_1
-4,yafP,ECOR47_03006,CDS,19989,20363,-,ECOR47_PROKKA,flhA_1
-3,yafO,ECOR47_03007,CDS,20652,20849,-,ECOR47_PROKKA,flhA_1
-2,yafN,ECOR47_03008,CDS,20852,21145,-,ECOR47_PROKKA,flhA_1
-1,dinB,ECOR47_03009,CDS,21197,22252,-,ECOR47_PROKKA,flhA_1
1,lafU,ECOR47_03010,CDS,22323,22958,-,ECOR47_PROKKA,flhA_1
2,flhA_2,ECOR47_03011,CDS,23053,24792,+,ECOR47_PROKKA,flhA_1
3,mobB,ECOR47_03012,CDS,173,700,-,ECOR47_PROKKA,flhA_1
4,mobA,ECOR47_03013,CDS,682,1266,-,ECOR47_PROKKA,flhA_1
5,yihD,ECOR47_03014,CDS,1336,1605,+,ECOR47_PROKKA,flhA_1
6,srkA,ECOR47_03015,CDS,1682,2668,+,ECOR47_PROKKA,flhA_1
7,dsbA,ECOR47_03016,CDS,2685,3311,+,ECOR47_PROKKA,flhA_1
8,ydgA_2,ECOR47_03017,CDS,3466,4896,+,ECOR47_PROKKA,flhA_1
9,yihG,ECOR47_03018,CDS,4937,5869,-,ECOR47_PROKKA,flhA_1
10,nan,ECOR47_03019,CDS,5989,6231,-,ECOR47_PROKKA,flhA_1
-9,cmoB,2b84de5415a5ca9477dbe99a5510e5bf_4267,CDS,2115730,2116701,+,CFT073,flhB
-8,torZ,2b84de5415a5ca9477dbe99a5510e5bf_4269,CDS,2116866,2119295,-,CFT073,flhB
-7,torY,2b84de5415a5ca9477dbe99a5510e5bf_4271,CDS,2119320,2120420,-,CFT073,flhB
-6,cutC,2b84de5415a5ca9477dbe99a5510e5bf_4273,CDS,2120808,2121554,-,CFT073,flhB
-5,yecM,2b84de5415a5ca9477dbe99a5510e5bf_4275,CDS,2121568,2122134,-,CFT073,flhB
-4,argS,2b84de5415a5ca9477dbe99a5510e5bf_4277,CDS,2122350,2124083,+,CFT073,flhB
-3,flhe,2b84de5415a5ca9477dbe99a5510e5bf_4279,CDS,2124136,2124528,-,CFT073,flhB
-2,flhA,2b84de5415a5ca9477dbe99a5510e5bf_4281,CDS,2124528,2126606,-,CFT073,flhB
-1,flhB,2b84de5415a5ca9477dbe99a5510e5bf_4283,CDS,2126599,2127746,-,CFT073,flhB
1,cheZ,2b84de5415a5ca9477dbe99a5510e5bf_4285,CDS,2127955,2128599,-,CFT073,flhB
2,cheY,2b84de5415a5ca9477dbe99a5510e5bf_4287,CDS,2128610,2128999,-,CFT073,flhB
3,cheB,2b84de5415a5ca9477dbe99a5510e5bf_4289,CDS,2129014,2130063,-,CFT073,flhB
4,cheR,2b84de5415a5ca9477dbe99a5510e5bf_4291,CDS,2130066,2130926,-,CFT073,flhB
5,nan,2b84de5415a5ca9477dbe99a5510e5bf_4293,CDS,2131041,2131171,-,CFT073,flhB
6,tar,2b84de5415a5ca9477dbe99a5510e5bf_4295,CDS,2131217,2132878,-,CFT073,flhB
7,cheW,2b84de5415a5ca9477dbe99a5510e5bf_4297,CDS,2133023,2133526,-,CFT073,flhB
8,cheA,2b84de5415a5ca9477dbe99a5510e5bf_4299,CDS,2133547,2135511,-,CFT073,flhB
9,motB,2b84de5415a5ca9477dbe99a5510e5bf_4301,CDS,2135516,2136442,-,CFT073,flhB
10,motA,2b84de5415a5ca9477dbe99a5510e5bf_4303,CDS,2136439,2137326,-,CFT073,flhB
-9,cmoB,ECOR47_01305,CDS,372437,373408,+,ECOR47_PROKKA,flhB
-8,torZ,ECOR47_01306,CDS,373443,375872,-,ECOR47_PROKKA,flhB
-7,torY,ECOR47_01307,CDS,375897,376997,-,ECOR47_PROKKA,flhB
-6,cutC_2,ECOR47_01308,CDS,377383,378129,-,ECOR47_PROKKA,flhB
-5,yecM,ECOR47_01309,CDS,378143,378709,-,ECOR47_PROKKA,flhB
-4,argS,ECOR47_01310,CDS,378925,380658,+,ECOR47_PROKKA,flhB
-3,flhE,ECOR47_01311,CDS,380711,381106,-,ECOR47_PROKKA,flhB
-2,flhA_1,ECOR47_01312,CDS,381103,383181,-,ECOR47_PROKKA,flhB
-1,flhB,ECOR47_01313,CDS,383174,384322,-,ECOR47_PROKKA,flhB
1,cheZ,ECOR47_01314,CDS,384524,385168,-,ECOR47_PROKKA,flhB
2,cheY,ECOR47_01315,CDS,385179,385568,-,ECOR47_PROKKA,flhB
3,cheB,ECOR47_01316,CDS,385583,386632,-,ECOR47_PROKKA,flhB
4,cheR,ECOR47_01317,CDS,386635,387495,-,ECOR47_PROKKA,flhB
5,tap,ECOR47_01318,CDS,387514,389115,-,ECOR47_PROKKA,flhB
6,tar,ECOR47_01319,CDS,389161,390822,-,ECOR47_PROKKA,flhB
7,cheW,ECOR47_01320,CDS,390967,391470,-,ECOR47_PROKKA,flhB
8,cheA,ECOR47_01321,CDS,391491,393455,-,ECOR47_PROKKA,flhB
9,motB,ECOR47_01322,CDS,393460,394386,-,ECOR47_PROKKA,flhB
10,motA,ECOR47_01323,CDS,394383,395270,-,ECOR47_PROKKA,flhB
-9,nan,ECOR47_01345,CDS,413175,413399,+,ECOR47_PROKKA,fliA
-8,sdiA,ECOR47_01346,CDS,413467,414189,-,ECOR47_PROKKA,fliA
-7,artM_1,ECOR47_01347,CDS,414419,415171,-,ECOR47_PROKKA,fliA
-6,yecS,ECOR47_01348,CDS,415168,415836,-,ECOR47_PROKKA,fliA
-5,dcyD,ECOR47_01349,CDS,415851,416837,-,ECOR47_PROKKA,fliA
-4,fliY,ECOR47_01350,CDS,416942,417799,-,ECOR47_PROKKA,fliA
-3,fliZ,ECOR47_01351,CDS,417830,418381,-,ECOR47_PROKKA,fliA
-2,fliA,ECOR47_01352,CDS,418427,419146,-,ECOR47_PROKKA,fliA
-1,fliC,ECOR47_01353,CDS,419466,421130,-,ECOR47_PROKKA,fliA
1,fliD,ECOR47_01354,CDS,421396,422802,+,ECOR47_PROKKA,fliA
2,fliS,ECOR47_01355,CDS,422827,423237,+,ECOR47_PROKKA,fliA
3,fliT,ECOR47_01356,CDS,423237,423602,+,ECOR47_PROKKA,fliA
4,amyA,ECOR47_01357,CDS,423680,425167,+,ECOR47_PROKKA,fliA
5,nan,ECOR47_01358,CDS,425201,425614,-,ECOR47_PROKKA,fliA
6,nan,ECOR47_01359,CDS,425801,427006,+,ECOR47_PROKKA,fliA
7,yedF,ECOR47_01360,CDS,427003,427236,+,ECOR47_PROKKA,fliA
8,yedK,ECOR47_01361,CDS,427343,428011,+,ECOR47_PROKKA,fliA
9,ysnE,ECOR47_01362,CDS,428122,428517,+,ECOR47_PROKKA,fliA
10,nan,ECOR47_01363,CDS,428740,428955,-,ECOR47_PROKKA,fliA
-9,yedE,nan,CDS,818481,819686,+,KE54,fliG
-8,yedF,nan,CDS,819683,819916,+,KE54,fliG
-7,nan,nan,CDS,820025,820522,+,KE54,fliG
-6,nan,nan,CDS,820404,820673,-,KE54,fliG
-5,tnpA,nan,CDS,820732,821280,+,KE54,fliG
-4,ybcM,nan,CDS,821437,822234,-,KE54,fliG
-3,ybcL,nan,CDS,822244,822795,-,KE54,fliG
-2,emrE,nan,CDS,822964,823296,-,KE54,fliG
-1,fliE,nan,CDS,823640,823954,-,KE54,fliG
1,fliF,nan,CDS,824169,825827,+,KE54,fliG
2,fliG,nan,CDS,825820,826722,+,KE54,fliG
3,fliH,nan,CDS,826715,827401,+,KE54,fliG
4,fliI,nan,CDS,827401,828774,+,KE54,fliG
5,fliJ,nan,CDS,828793,829236,+,KE54,fliG
6,fliK,nan,CDS,829233,830360,+,KE54,fliG
7,fliL,nan,CDS,830465,830929,+,KE54,fliG
8,fliM,nan,CDS,830934,831938,+,KE54,fliG
9,fliN,nan,CDS,831935,832348,+,KE54,fliG
10,fliO,nan,CDS,832351,832716,+,KE54,fliG
-9,nan,ECOR47_01359,CDS,425801,427006,+,ECOR47_PROKKA,fliG
-8,yedF,ECOR47_01360,CDS,427003,427236,+,ECOR47_PROKKA,fliG
-7,yedK,ECOR47_01361,CDS,427343,428011,+,ECOR47_PROKKA,fliG
-6,ysnE,ECOR47_01362,CDS,428122,428517,+,ECOR47_PROKKA,fliG
-5,nan,ECOR47_01363,CDS,428740,428955,-,ECOR47_PROKKA,fliG
-4,nan,ECOR47_01364,CDS,429051,429854,-,ECOR47_PROKKA,fliG
-3,fliE,ECOR47_01365,CDS,430214,430528,-,ECOR47_PROKKA,fliG
-2,fliF,ECOR47_01366,CDS,430743,432401,+,ECOR47_PROKKA,fliG
-1,fliG,ECOR47_01367,CDS,432394,433389,+,ECOR47_PROKKA,fliG
1,fliH,ECOR47_01368,CDS,433382,434068,+,ECOR47_PROKKA,fliG
2,fliI,ECOR47_01369,CDS,434068,435441,+,ECOR47_PROKKA,fliG
3,fliJ,ECOR47_01370,CDS,435460,435903,+,ECOR47_PROKKA,fliG
4,fliK,ECOR47_01371,CDS,435900,437027,+,ECOR47_PROKKA,fliG
5,nan,ECOR47_01372,CDS,437132,437596,+,ECOR47_PROKKA,fliG
6,fliM,ECOR47_01373,CDS,437601,438605,+,ECOR47_PROKKA,fliG
7,fliN,ECOR47_01374,CDS,438602,439015,+,ECOR47_PROKKA,fliG
8,fliO,ECOR47_01375,CDS,439018,439383,+,ECOR47_PROKKA,fliG
9,fliP,ECOR47_01376,CDS,439383,440120,+,ECOR47_PROKKA,fliG
10,fliQ,ECOR47_01377,CDS,440130,440399,+,ECOR47_PROKKA,fliG
-9,fhuA,ECOR47_03449,CDS,52927,55185,-,ECOR47_PROKKA,folK
-8,mrcB,ECOR47_03450,CDS,55405,57939,-,ECOR47_PROKKA,folK
-7,hrpB,ECOR47_03451,CDS,58033,60462,-,ECOR47_PROKKA,folK
-6,thpR,ECOR47_03452,CDS,60536,61066,+,ECOR47_PROKKA,folK
-5,sfsA,ECOR47_03453,CDS,61081,61785,+,ECOR47_PROKKA,folK
-4,dksA,ECOR47_03454,CDS,61963,62418,+,ECOR47_PROKKA,folK
-3,gluQ,ECOR47_03455,CDS,62455,63381,+,ECOR47_PROKKA,folK
-2,pcnB,ECOR47_03456,CDS,63474,64838,+,ECOR47_PROKKA,folK
-1,folK,ECOR47_03457,CDS,64835,65314,+,ECOR47_PROKKA,folK
1,yadN,ECOR47_03458,CDS,65663,66235,+,ECOR47_PROKKA,folK
2,yadV,ECOR47_03459,CDS,66328,67059,+,ECOR47_PROKKA,folK
3,htrE,ECOR47_03460,CDS,67073,69694,+,ECOR47_PROKKA,folK
4,yadM,ECOR47_03461,CDS,69713,70273,+,ECOR47_PROKKA,folK
5,yadK,ECOR47_03462,CDS,70287,70886,+,ECOR47_PROKKA,folK
6,yadC,ECOR47_03463,CDS,70938,72188,+,ECOR47_PROKKA,folK
7,panB,ECOR47_03464,CDS,72302,73096,+,ECOR47_PROKKA,folK
8,panC,ECOR47_03465,CDS,73108,73959,+,ECOR47_PROKKA,folK
9,nan,ECOR47_03466,CDS,74041,74256,-,ECOR47_PROKKA,folK
10,nan,ECOR47_03467,CDS,74325,75257,-,ECOR47_PROKKA,folK
-9,nan,ECOR66_02462,CDS,404507,405397,+,ECOR66_PROKKA,folK
-8,panC,ECOR66_02463,CDS,405479,406330,-,ECOR66_PROKKA,folK
-7,panB,ECOR66_02464,CDS,406342,407136,-,ECOR66_PROKKA,folK
-6,nan,ECOR66_02465,CDS,407269,408381,-,ECOR66_PROKKA,folK
-5,yadK,ECOR66_02466,CDS,408393,408983,-,ECOR66_PROKKA,folK
-4,yadL,ECOR66_02467,CDS,409004,409609,-,ECOR66_PROKKA,folK
-3,yadM,ECOR66_02468,CDS,409624,410181,-,ECOR66_PROKKA,folK
-2,htrE,ECOR66_02469,CDS,410196,412793,-,ECOR66_PROKKA,folK
-1,yadV,ECOR66_02470,CDS,412834,413559,-,ECOR66_PROKKA,folK
1,yadN,ECOR66_02471,CDS,413641,414234,-,ECOR66_PROKKA,folK
2,folK,ECOR66_02472,CDS,414567,415046,-,ECOR66_PROKKA,folK
3,pcnB,ECOR66_02473,CDS,415043,416407,-,ECOR66_PROKKA,folK
4,gluQ,ECOR66_02474,CDS,416500,417426,-,ECOR66_PROKKA,folK
